alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3
doomie-s-culver-city,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.02074, 'longitude': -118.39634}",(310) 876-0080,1525.0775848665708,RhTquJVZoMaDVMnKQZbC4g,https://s3-media2.fl.yelpcdn.com/bphoto/oDqUVi90uyHrjgfMueh_eQ/o.jpg,False,"{'address1': '9900 Culver Blvd', 'address2': 'Unit 1B', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9900 Culver Blvd', 'Unit 1B', 'Culver City, CA 90232']}",Doomie’s,13108760080.0,$$,4.0,101,[],https://www.yelp.com/biz/doomie-s-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02074,-118.39634,9900 Culver Blvd,Unit 1B,,Culver City,90232.0,US,CA,"['9900 Culver Blvd', 'Unit 1B', 'Culver City, CA 90232']",Vegan,American (Traditional),
juquila-culver-city,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.022435, 'longitude': -118.3999679}",(310) 841-2520,1704.3210732891732,TwTpkGyUeJoQTPp8e6mykA,https://s3-media3.fl.yelpcdn.com/bphoto/hSSnEJi6rCMdfiIdz8919w/o.jpg,False,"{'address1': '10022 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10022 Venice Blvd', 'Culver City, CA 90232']}",Juquila,13108412520.0,$,3.5,101,"['pickup', 'delivery']",https://www.yelp.com/biz/juquila-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.022434999999994,-118.39996790000001,10022 Venice Blvd,,,Culver City,90232.0,US,CA,"['10022 Venice Blvd', 'Culver City, CA 90232']",Mexican,Fast Food,
campos-famous-burritos-culver-city-3,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0204861, 'longitude': -118.4034026}",(310) 836-2680,1547.7109872966726,RU0XdYNQ4tl9rFQiC-U6Kg,https://s3-media2.fl.yelpcdn.com/bphoto/2x3mQpoMbSzXKKFu73kFzQ/o.jpg,False,"{'address1': '10352 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10352 Venice Blvd', 'Culver City, CA 90232']}",Campos Famous Burritos,13108362680.0,$,3.5,99,[],https://www.yelp.com/biz/campos-famous-burritos-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02048610000001,-118.40340259999998,10352 Venice Blvd,,,Culver City,90232.0,US,CA,"['10352 Venice Blvd', 'Culver City, CA 90232']",Mexican,,
starbucks-culver-city-9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 33.98538694, 'longitude': -118.3949422}",(310) 754-4614,2432.8499398251183,q_tTxEQxFfoo1IZOtm_IrA,https://s3-media3.fl.yelpcdn.com/bphoto/D9sPqqPDRluz4uEqfJwGLA/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 2250', 'address3': 'Target', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 2250', 'Target', 'Culver City, CA 90230']}",Starbucks,13107544614.0,$,1.5,98,[],https://www.yelp.com/biz/starbucks-culver-city-9?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98538694,-118.3949422,6000 Sepulveda Blvd,Ste 2250,Target,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Ste 2250', 'Target', 'Culver City, CA 90230']",Coffee & Tea,,
bibigo-culver-city-4,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 33.9856578914366, 'longitude': -118.393590327369}",(310) 313-1110,2420.4284087604765,XwZ5L-SNfkXD_u1Rz22Zog,https://s3-media1.fl.yelpcdn.com/bphoto/Bbdta1B1R6FjEHKQuuJZlQ/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Bibigo,13103131110.0,$,3.5,98,"['pickup', 'delivery']",https://www.yelp.com/biz/bibigo-culver-city-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9856578914366,-118.393590327369,6000 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Korean,,
starbucks-los-angeles-56,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.031081, 'longitude': -118.401007}",(310) 839-1483,2678.7964802599163,wXuabqfpviD1TjQREBIR4g,https://s3-media3.fl.yelpcdn.com/bphoto/4ldFSGCCGhQNXwElxr5WkQ/o.jpg,False,"{'address1': '9824 National Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['9824 National Blvd', 'Los Angeles, CA 90034']}",Starbucks,13108391483.0,$,3.5,96,[],https://www.yelp.com/biz/starbucks-los-angeles-56?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.031081,-118.401007,9824 National Blvd,,,Los Angeles,90034.0,US,CA,"['9824 National Blvd', 'Los Angeles, CA 90034']",Coffee & Tea,,
the-coffee-bean-and-tea-leaf-culver-city-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.017128, 'longitude': -118.406001}",(310) 253-5011,1344.2756796672431,Pm-fg3TrroTfTpR-ZUXM8Q,https://s3-media1.fl.yelpcdn.com/bphoto/GeGbWYCOmKbulNdPju4m2g/o.jpg,False,"{'address1': '10705 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10705 Washington Blvd', 'Culver City, CA 90232']}",The Coffee Bean & Tea Leaf,13102535011.0,$,3.0,96,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.017128,-118.406001,10705 Washington Blvd,,,Culver City,90232.0,US,CA,"['10705 Washington Blvd', 'Culver City, CA 90232']",Coffee & Tea,,
royal-chinese-food-culver-city,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 33.989301, 'longitude': -118.39754}",(310) 390-7017,1971.9216961376515,i098qix7Jrt8TX_9wOYOvA,https://s3-media2.fl.yelpcdn.com/bphoto/wGUFKrL6VAb4RyHGhkRIzQ/o.jpg,False,"{'address1': '11469 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['11469 Jefferson Blvd', 'Culver City, CA 90230']}",Royal Chinese Food,13103907017.0,$,3.5,96,[],https://www.yelp.com/biz/royal-chinese-food-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.989301,-118.39753999999999,11469 Jefferson Blvd,,,Culver City,90230.0,US,CA,"['11469 Jefferson Blvd', 'Culver City, CA 90230']",Chinese,Juice Bars & Smoothies,
sarku-japan-culver-city-2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 33.9858014880016, 'longitude': -118.393310869893}",(310) 391-0293,2409.1149516516434,LAc_ch9Q3JU1KIc59gGuhA,https://s3-media1.fl.yelpcdn.com/bphoto/WYtVJk-dapgk5lIL3BgDxA/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 3224', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 3224', 'Culver City, CA 90230']}",Sarku Japan,13103910293.0,$,2.0,94,[],https://www.yelp.com/biz/sarku-japan-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9858014880016,-118.393310869893,6000 Sepulveda Blvd,Ste 3224,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Ste 3224', 'Culver City, CA 90230']",Sushi Bars,Japanese,
fatburger-los-angeles-28,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 34.01199, 'longitude': -118.41953}",(310) 390-7831,2058.2904133463726,CumBQDL34Gz7Oyyofbnmnw,https://s3-media4.fl.yelpcdn.com/bphoto/P2GqX7105srVyMHDV84NsQ/o.jpg,False,"{'address1': '11275 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['11275 Venice Blvd', 'Los Angeles, CA 90066']}",Fatburger,13103907831.0,$$,3.5,93,"['pickup', 'delivery']",https://www.yelp.com/biz/fatburger-los-angeles-28?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.011990000000004,-118.41953000000001,11275 Venice Blvd,,,Los Angeles,90066.0,US,CA,"['11275 Venice Blvd', 'Los Angeles, CA 90066']",Burgers,,
mcdonalds-los-angeles-33,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.024007265624, 'longitude': -118.372769057751}",(310) 845-9674,2984.4731543575444,I-uAUy0jYOAJR9lxGWwvcA,https://s3-media4.fl.yelpcdn.com/bphoto/bPS9RmyMammosmMfE7ws4Q/o.jpg,False,"{'address1': '3501 S La Cienega Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['3501 S La Cienega Blvd', 'Los Angeles, CA 90016']}",McDonald's,13108459674.0,$,1.5,91,[],https://www.yelp.com/biz/mcdonalds-los-angeles-33?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.024007265624,-118.372769057751,3501 S La Cienega Blvd,,,Los Angeles,90016.0,US,CA,"['3501 S La Cienega Blvd', 'Los Angeles, CA 90016']",Burgers,Fast Food,Coffee & Tea
mongrill-gourmet-mongolian-bbq-culver-city,"[{'alias': 'mongolian', 'title': 'Mongolian'}]","{'latitude': 33.9862775323288, 'longitude': -118.393239724854}",(310) 390-5073,2358.234157280137,yXH3fON2Bs_3wbuHaS_8Dg,https://s3-media3.fl.yelpcdn.com/bphoto/u78iKt3RtBn3duVIguHG_A/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Mongrill Gourmet Mongolian BBQ,13103905073.0,$,2.5,90,"['pickup', 'delivery']",https://www.yelp.com/biz/mongrill-gourmet-mongolian-bbq-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9862775323288,-118.393239724854,6000 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Mongolian,,
donut-king-culver-city-3,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'donuts', 'title': 'Donuts'}]","{'latitude': 34.0198595, 'longitude': -118.4039673}",(310) 204-4535,1521.1024382123733,mjXBIZTdba7ca4uvGSFXRw,https://s3-media2.fl.yelpcdn.com/bphoto/oxxe23TNXl281DniTsmNTw/o.jpg,False,"{'address1': '10400 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10400 Venice Blvd', 'Culver City, CA 90232']}",Donut King,13102044535.0,$,4.0,89,[],https://www.yelp.com/biz/donut-king-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.019859499999995,-118.40396729999999,10400 Venice Blvd,,,Culver City,90232.0,US,CA,"['10400 Venice Blvd', 'Culver City, CA 90232']",Bakeries,Donuts,
numero-uno-pizza-pasta-los-angeles-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.021481, 'longitude': -118.371615}",(323) 296-1543,2904.539341796325,BKKPV9oN1H6Gvkz4n-9xGg,https://s3-media4.fl.yelpcdn.com/bphoto/KSpx_3AOT4fL31dMeUsdtg/o.jpg,False,"{'address1': '5770 Rodeo Rd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['5770 Rodeo Rd', 'Los Angeles, CA 90016']}",Numero Uno Pizza Pasta,13232961543.0,$$,3.0,86,"['pickup', 'delivery']",https://www.yelp.com/biz/numero-uno-pizza-pasta-los-angeles-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.021481,-118.37161499999999,5770 Rodeo Rd,,,Los Angeles,90016.0,US,CA,"['5770 Rodeo Rd', 'Los Angeles, CA 90016']",Pizza,Italian,
dominos-pizza-culver-city-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.005294, 'longitude': -118.410369}",(310) 839-0999,1163.7167580319733,lFfmATttwXYGyoyo6rTI8g,https://s3-media1.fl.yelpcdn.com/bphoto/5dPKGfIKWQ3sEizsbpFENw/o.jpg,False,"{'address1': '4238 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4238 Sepulveda Blvd', 'Culver City, CA 90230']}",Domino's Pizza,13108390999.0,$,2.5,83,[],https://www.yelp.com/biz/dominos-pizza-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.005294,-118.41036899999999,4238 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['4238 Sepulveda Blvd', 'Culver City, CA 90230']",Pizza,Chicken Wings,Sandwiches
jennifer-pennifer-bakes-los-angeles,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0286846, 'longitude': -118.4114692}",(424) 298-8170,2693.6738116829392,dxMAYRjAXMcyBMBuFPMA3w,https://s3-media2.fl.yelpcdn.com/bphoto/KnvwQw_PFC2cc56_7_IkEw/o.jpg,False,"{'address1': '10428 National Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10428 National Blvd', 'Los Angeles, CA 90034']}",Jennifer Pennifer Bakes,14242988170.0,$,4.0,82,"['pickup', 'delivery']",https://www.yelp.com/biz/jennifer-pennifer-bakes-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.028684600000005,-118.4114692,10428 National Blvd,,,Los Angeles,90034.0,US,CA,"['10428 National Blvd', 'Los Angeles, CA 90034']",Bakeries,Coffee & Tea,
starbucks-los-angeles-338,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.026892, 'longitude': -118.3718895}",(323) 938-0821,3255.282390565937,5Sm9a_dNqVZW2HPXbOjNVA,https://s3-media3.fl.yelpcdn.com/bphoto/vQU6BLtwyg6qAlOcEGpuqQ/o.jpg,False,"{'address1': '3344 S La Cienega Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['3344 S La Cienega Blvd', 'Los Angeles, CA 90016']}",Starbucks,13239380821.0,$,3.0,80,[],https://www.yelp.com/biz/starbucks-los-angeles-338?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.026892,-118.37188950000001,3344 S La Cienega Blvd,,,Los Angeles,90016.0,US,CA,"['3344 S La Cienega Blvd', 'Los Angeles, CA 90016']",Coffee & Tea,,
potato-corner-culver-city-2,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 33.985506, 'longitude': -118.394292}",(310) 775-0630,2427.277615787613,l8EXUZDsG6m3q7x3E3WM9A,https://s3-media2.fl.yelpcdn.com/bphoto/N6hpGus8rUUhwUtRRk9UKQ/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': None, 'address3': None, 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Potato Corner,13107750630.0,$,3.5,80,[],https://www.yelp.com/biz/potato-corner-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985506,-118.394292,6000 Sepulveda Blvd,,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Specialty Food,Fast Food,Chicken Wings
campos-tacos-los-angeles-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0084715, 'longitude': -118.424148}",(310) 398-6817,2420.2477229934016,IapFPDZkmU0agrDCsdgspw,https://s3-media3.fl.yelpcdn.com/bphoto/GkVQPwNDZK1b7Xqf07UuGQ/o.jpg,False,"{'address1': '11622 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['11622 Venice Blvd', 'Los Angeles, CA 90066']}",Campos Tacos,13103986817.0,$,3.5,80,"['delivery', 'pickup']",https://www.yelp.com/biz/campos-tacos-los-angeles-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.008471500000006,-118.424148,11622 Venice Blvd,,,Los Angeles,90066.0,US,CA,"['11622 Venice Blvd', 'Los Angeles, CA 90066']",Mexican,,
pizza-hut-culver-city,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 34.002818, 'longitude': -118.393742}",(310) 838-9600,615.7497257371822,cGz79yNAqqmxEyLmHQytoQ,https://s3-media3.fl.yelpcdn.com/bphoto/Nvg1sdFUpPf-cQ2CybNp2A/o.jpg,False,"{'address1': '10780 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['10780 Jefferson Blvd', 'Culver City, CA 90230']}",Pizza Hut,13108389600.0,$,2.0,80,"['delivery', 'pickup']",https://www.yelp.com/biz/pizza-hut-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.002818,-118.39374199999999,10780 Jefferson Blvd,,,Culver City,90230.0,US,CA,"['10780 Jefferson Blvd', 'Culver City, CA 90230']",Pizza,Italian,Chicken Wings
starbucks-culver-city-13,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 33.988173, 'longitude': -118.392747}",(213) 334-0225,2161.016327424941,2KJXiZ-psFTLa_hrWs48Tw,https://s3-media2.fl.yelpcdn.com/bphoto/tmx--BkG6cSFwGYmRCVqmw/o.jpg,False,"{'address1': '6150 Slauson Ave', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6150 Slauson Ave', 'Culver City, CA 90230']}",Starbucks,12133340225.0,$$,3.0,80,[],https://www.yelp.com/biz/starbucks-culver-city-13?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.988172999999996,-118.392747,6150 Slauson Ave,,,Culver City,90230.0,US,CA,"['6150 Slauson Ave', 'Culver City, CA 90230']",Coffee & Tea,,
donuts-usa-los-angeles,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bagels', 'title': 'Bagels'}]","{'latitude': 34.0087347, 'longitude': -118.4240331}",(310) 398-3276,2428.1286295825785,apSj6-Fhi3BIou24vfIiDA,https://s3-media1.fl.yelpcdn.com/bphoto/SnwKBZuwSUyOyWqRj4zeag/o.jpg,False,"{'address1': '11624 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['11624 Venice Blvd', 'Los Angeles, CA 90066']}",Donuts USA,13103983276.0,$,4.5,78,[],https://www.yelp.com/biz/donuts-usa-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0087347,-118.4240331,11624 Venice Blvd,,,Los Angeles,90066.0,US,CA,"['11624 Venice Blvd', 'Los Angeles, CA 90066']",Donuts,Coffee & Tea,Bagels
del-taco-culver-city-3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0278228166409, 'longitude': -118.390490970042}",(310) 839-8897,2401.820307400477,KQmNksLJfJTxR0WsxNlJlA,https://s3-media2.fl.yelpcdn.com/bphoto/j_FXh0btof05P0WCCv2g4Q/o.jpg,False,"{'address1': '3704 Robertson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3704 Robertson Blvd', 'Culver City, CA 90232']}",Del Taco,13108398897.0,$,3.5,78,['delivery'],https://www.yelp.com/biz/del-taco-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0278228166409,-118.390490970042,3704 Robertson Blvd,,,Culver City,90232.0,US,CA,"['3704 Robertson Blvd', 'Culver City, CA 90232']",Fast Food,Mexican,
ono-hawaiian-bbq-culver-city-2,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 33.985973, 'longitude': -118.3932}",(310) 390-6888,2392.194351705619,S8A4xHxDFiklFowZzukKlw,https://s3-media3.fl.yelpcdn.com/bphoto/ec8NLP0g_RWLuSmh6Gvvew/o.jpg,False,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 3212', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 3212', 'Culver City, CA 90230']}",Ono Hawaiian BBQ,13103906888.0,$,3.0,76,['delivery'],https://www.yelp.com/biz/ono-hawaiian-bbq-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.985973,-118.3932,6000 Sepulveda Blvd,Ste 3212,,Culver City,90230.0,US,CA,"['6000 Sepulveda Blvd', 'Ste 3212', 'Culver City, CA 90230']",Hawaiian,Barbeque,
freds-bakery-and-deli-los-angeles-3,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 34.03627, 'longitude': -118.38921}",(310) 838-1204,3342.6914528370858,2DOp_KZwbLX9AuFMlYtavw,https://s3-media3.fl.yelpcdn.com/bphoto/qw6XHljXQXiAXFCFm84pFw/o.jpg,False,"{'address1': '2831 S Robertson Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['2831 S Robertson Blvd', 'Los Angeles, CA 90034']}",Fred's Bakery & Deli,13108381204.0,$,4.5,75,"['delivery', 'pickup']",https://www.yelp.com/biz/freds-bakery-and-deli-los-angeles-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.03627,-118.38921,2831 S Robertson Blvd,,,Los Angeles,90034.0,US,CA,"['2831 S Robertson Blvd', 'Los Angeles, CA 90034']",Bakeries,Breakfast & Brunch,Kosher
